waybillno,productcode
SF6507090759998,null
SF6507090071738,null
SF6507089507408,null
SF6507089108290,null
SF6507089993950,null
SF6507090122098,null
SF6507089114277,null
SF6507088986104,null
SF6507089070175,null
SF6507089078596,null
SF6507088986256,null
SF6507089063712,null
SF6507089263883,null
SF6507089688571,null
SF6507089452674,null
SF6507090012835,null
SF6507090513789,null
SF6507090526863,null
SF6507089077501,null
SF6507089059047,null
SF6507089628974,null
SF6507090608276,null
SF6507089873073,null
SF6507089373798,null
SF6507089082582,null
SF6507090499906,null
SF6507089118099,null
SF6507089116600,null
SF6507089765925,null
SF6507089036879,null
SF6507088818831,null
SF6507089220305,null
SF6507089077556,null
SF6507089061256,null
SF6507088607155,null
SF6507088983756,null
SF6507090695265,null
SF6507089117059,null
SF6507089080201,null
SF6507089083223,null
SF6507089605772,null
SF6507089089345,null
SF6507090011859,null
SF6507089155571,null
SF6507089075866,null
SF6507089253581,null
SF6507089289567,null
SF6507090033507,null
SF6507090330983,null
SF6507089312250,null
SF6507089164532,null
SF6507090493539,null
SF6507089176534,null
SF6507090214914,null
SF6507089018362,null
SF6507090063425,null
SF6507090447475,null
SF6507089243119,null
SF6507089184837,null
SF6507089657400,null
SF6507090018339,null
SF6507089452938,null
SF6507089508111,null
SF6507089079194,null
SF6507089079625,null
SF6507089252498,null
SF6507090309710,null
SF6507089061856,null
SF6507089080362,null
SF6507090674839,null
SF6507089855156,null
SF6507089114116,null
SF6507090082983,null
SF6507090438546,null
SF6507090545828,null
SF6507089300894,null
SF6507089816373,null
SF6507089127194,null
SF6507089220031,null
SF6507089083287,null
SF6507089483879,null
SF6507090310500,null
SF6507090034016,null
SF6507089603922,null
SF6507090445449,null
SF6507089487938,null
SF6507090012508,null
SF6507089298051,null
SF6507090424555,null
SF6507089789558,null
SF6507089089520,null
SF6507089889115,null
SF6507089600585,null
SF6507089116382,null
SF6507089113689,null
SF6507089078205,null
SF6507089114531,null
SF6507090184859,null
SF6507089121567,null
SF6507089155410,null
SF6507089018210,null
SF6507089120077,null
SF6507090032150,null
SF6507089301678,null
SF6507089093304,null
SF6507090603556,null
SF6507089069191,null
SF6507089123820,null
SF6507089837178,null
SF6507089130652,null
SF6507090444180,null
SF6507089123769,null
SF6507090234053,null
SF6507089120110,null
SF6507089079079,null
SF6507089923954,null
SF6507089298749,null
SF6507089843368,null
SF6507089230652,null
SF6507090351540,null
SF6507089170273,null
SF6507089553166,null
SF6507089065096,null
SF6507089115360,null
SF6507090274954,null
SF6507089117378,null
SF6507090298513,null
SF6507090293293,null
SF6507090114447,null
SF6507090395052,null
SF6507088607049,null
SF6507089113555,null
SF6507090000967,null
SF6507090512572,null
SF6507088393421,null
SF6507090593080,null
SF6507090434575,null
SF6507089067253,null
SF6507089097841,null
SF6507089124118,null
SF6507088983526,null
SF6507090259712,null
SF6507089107805,null
SF6507090455963,null
SF6507090577897,null
SF6507090667406,
SF6507089087212,null
SF6507090059836,null
SF6507090035297,null
SF6507090492904,null
SF6507088471261,null
SF6507088982600,null
SF6507089573540,null
SF6507090443731,null
SF6507090116395,null
SF6507089573540,
SF6507090047077,null
SF6507089926453,null
SF6507089123257,null
SF6507089114055,null
SF6507089128037,null
SF6507090508054,null
SF6507089079864,null
SF6507089805560,null
SF6507089096749,null
SF6507089178612,null
SF6507090105689,null
SF6507089893996,null
SF6507089084979,null
SF6507089985780,null
SF6507090520187,null
SF6507089944759,null
SF6507089082828,null
SF6507090667406,null
SF6507090330974,null
SF6507089962976,null
SF6507089071425,null
SF6507090229521,null
SF6507089277566,null
SF9600553063831,SE0001
SF6507089124806,null
SF6507089114707,null
SF6507090080499,null
SF6507089107269,null
SF6507089452743,null
SF6507090134972,null
SF6507089368521,null
SF6507089070651,null
SF6507090453919,null
SF6507089119631,null
SF6507089730282,null
SF6507090035093,null
SF6507089552752,null
SF6507089061265,null
SF6507089060824,null
SF6507090680754,null
SF6507089707408,null
SF6507088985737,null
SF6507090570116,null
SF6507089896459,null
SF6507089064198,null
SF6507089723026,null
SF6507089111874,null
SF6507089078056,null
SF6507089086183,null
SF6507089117387,null
SF6507089088419,null
SF6507090463541,null
SF6507089491979,null
SF6507089110330,null
SF6507089963477,null
SF6507090373110,null
SF6507089126056,null
SF6507090232655,null
SF6507089896353,null
SF6507090451222,null
SF6507089075893,null
SF6507089115254,null
SF6507088983599,null
SF6507089518972,null
SF6507089126841,null
SF6507089112966,null
SF6507090020547,null
SF6507089070702,null
SF6507089109091,null
SF6507089096591,null
SF6507090560565,null
SF6507089123990,null
SF6507089115688,null
SF6507089410694,null
SF6507089069525,null
SF6507090171218,null
SF6507090392552,null
SF6507089254267,null
SF6507088983280,null
SF6507089559842,null
SF6507088982045,null
SF6507090215355,null
SF6507089063500,null
SF6507089120571,null
SF6507089805833,null
SF6507090003564,null
SF6507090102224,null
SF6507089115388,null
SF6507088905004,null
SF6507089108572,null
SF6507089123802,null
SF6507090686300,null
SF6507089453290,null
SF6507089072438,null
SF6507090763920,null
SF6507089219686,null
SF6507089130458,null
SF6507089064813,null
SF6507090252208,null
SF6507089116115,null
SF6507090170231,null
SF6507090739666,null
SF6507090026138,null
SF6507089063060,null
SF6507089092169,null
SF6507089024726,null
SF6507089994017,null
SF6507090297970,null
SF6507089061547,null
SF6507089338481,
SF6507090507924,null
SF6507089067792,null
SF6507089507241,null
SF6507089091950,null
SF6507089064470,null
SF6507089073655,null
SF6507089430758,null
SF6507090080771,null
SF6507089081066,null
SF6507089064929,null
SF6507089059805,null
SF6507089065175,null
SF6507089352513,null
SF6507089127200,null
SF6507088607631,null
SF6507089338481,null
SF6507089921637,null
SF6507088893458,null
SF6507089117369,null
SF6507089073821,null
SF6507089087812,null
SF6507090476131,null
SF6507090264166,null
SF6507089819386,null
SF6507090220690,null
SF6507089895331,null
SF6507089419030,null
SF6507089856741,null
SF6507090094108,null
SF6507088607464,null
SF6507090089649,null
SF6507089304759,null
SF6507089083162,null
SF6507088904733,null
SF6507090378564,null
SF6507090045615,null
SF6507089119700,null
SF6507089697949,null
SF6507089085064,null
SF6507089065157,null
SF6507089475946,null
SF6507089108809,null
SF6507089315193,null
SF6507089121585,null
SF6507089085116,null
SF6507090449880,null
SF6507089061495,null
SF6507088987181,null
SF6507089068196,null
SF6507089867581,null
SF6507089121521,null
SF6507089098193,null
SF6507090100243,null
SF6507089125704,null
SF6507090507281,null
SF6507090093608,null
SF6507089117765,null
SF6507089145172,null
SF6507089453554,null
SF6507089100585,null
SF6507089811608,null
SF6507089031116,null
SF6507090486530,null
SF6507089219986,null
SF6507089443959,null
SF6507089115697,null
SF6507089080962,null
SF6507089927334,null
SF6507089108148,null
SF6507089994114,null
SF6507090092833,null
SF6507089078726,null
SF6507089080380,null
SF6507090440085,null
SF6507089792433,null
SF6507089070078,null
SF6507090657795,null
SF6507089073628,null
SF6507089156017,null
SF6507090444092,null
SF6507089937220,null
SF6507089171074,null
SF6507089690170,null
SF6507090327489,null
SF6507089412726,null
SF6507090557477,null
SF6507089070218,null
SF6507089180741,null
SF6507089083693,null
SF6507089126074,null
SF6507089067280,null
SF6507088606502,null
SF6507090310316,null
SF6507089035071,null
SF6507089877884,null
SF6507088984284,null
SF6507090332300,null
SF6507089112320,null
SF6507089612384,null
SF6507089556178,null
SF6507089079934,null
SF6507089082389,null
SF6507090094569,null
SF6507089219368,null
SF6507089113006,null
SF6507089612384,
SF6507089742478,null
SF6507090274450,null
SF6507089083214,null
SF6507090210291,null
SF6507089084218,null
SF6507090047101,null
SF6507089334905,null
SF6507089490901,null
SF6507089112666,null
SF6507089075432,null
SF6507089193844,null
SF6507089070315,null
SF6507089421433,null
SF6507089130828,null
SF6507089061801,null
SF6507089199939,null
SF6507088606981,null
SF6507089064425,null
SF6507089116928,null
SF6507089634483,null
SF6507089074012,null
SF6507090023408,null
SF6507088557148,null
SF6507090061805,null
SF6507090537445,null
SF6507089452231,null
SF6507090125620,null
SF6507089122173,null
SF6507088982285,null
SF6507089067571,null
SF6507089018440,null
SF6507089083620,null
SF6507089642105,null
SF6507089500230,null
SF6507089863829,null
SF6507090110998,null
SF6507089095288,null
SF6507089068584,null
SF6507089064513,null
SF6507089324790,null
SF6507088987463,null
SF6507090034529,null
SF6507090215558,null
SF6507088866903,null
SF6507089346149,null
SF6507089125662,null
SF6507089345358,null
SF6507089083505,null
SF6507089161884,null
SF6507089069589,null
SF6507089074737,null
SF6507089125935,null
SF6507090309605,null
SF6507089645321,null
SF6507089865097,null
SF6507089147578,null
SF6507090020644,null
SF6507088987745,null
SF6507089059375,null
SF6507090393520,null
SF6507089955996,null
SF6507088665520,null
SF6507090065788,null
SF6507090180560,null
SF6507089332493,null
SF6507088987649,null
SF6507089107620,null
SF6507090491142,null
SF6507090445961,null
SF6507089113449,null
SF6507089392585,null
SF6507090084106,null
SF6507090136971,null
SF6507089113200,null
SF6507090240030,null
SF6507089061477,null
SF6507089126180,null
SF6507090414535,null
SF6507089084397,null
SF6507089719003,null
SF6507089074543,null
SF6507090509429,null
SF6507089061713,null
SF6507088398105,null
SF6507090002393,null
SF6507089689779,null
SF6507090373226,null
SF6507089644025,null
SF6507089119049,null
SF6507089069613,null
SF6507089160834,null
SF6507089069940,null
SF6507089975106,null
SF6507089762011,null
SF6507088981448,null
SF6507089252577,null
SF6507089067147,null
SF6507089640027,null
SF6507089213528,null
SF6507090691294,null
SF6507089927264,null
SF6507089798130,null
SF6507090439993,null
SF6507090521816,null
SF6507089082185,null
SF6507090541293,null
SF6507089120022,null
SF6507089452910,null
SF6507089114268,null
SF6507089063998,null
SF6507090270840,null
SF6507090066173,null
SF6507090082522,null
SF6507089083523,null
SF6507089095376,null
SF6507089118293,null
SF6507090422547,null
SF6507089432739,null
SF9600553063651,SE0001
500003979995,null
SF6507089112675,null
SF6507089063042,null
SF6507089145288,null
SF6507089375664,null
SF6507089711034,null
SF6507089126505,null
SF6507089122207,null
SF6507089097948,null
SF6507090016612,null
SF6507089634401,null
SF6507089061362,null
SF6507089577981,null
SF6507090823109,null
SF6507089123848,null
SF6507089307657,null
SF6507089539592,null
SF6507089067614,null
SF6507088692092,null
SF6507089018265,null
SF6507089125131,null
SF6507089426832,null
SF6507090589155,null
SF6507089274808,null
SF6507089238454,null
SF6507089069428,null
SF6507089119128,null
SF6507089976589,null
SF6507089124163,null
SF6507090155539,null
SF6507090181653,null
SF6507090164854,null
SF6507090263984,null
SF6507089665749,null
SF6507090122195,null
SF6507090379841,null
SF6507089452540,null
SF6507089340812,null
SF6507089069913,null
SF6507090275570,null
SF6507089344838,null
SF6507088987321,null
SF6507089062948,null
SF6508603271637,null
SF6507090694597,null
SF6507089891951,null
SF6507088987506,null
SF6507089104335,null
SF6507089792124,null
SF6507089471911,null
SF6507089079264,null
SF6507089065078,null
SF6507089152161,null
SF6507089400300,null
SF6507089134101,null
SF6507089097223,null
SF6507090238873,null
SF6507089072401,null
SF6507089080538,null
SF6507090057185,null
SF6507088981642,null
SF6507089587770,null
SF6507089070863,null
SF6507088986999,null
SF6507089064189,null
SF6507088608608,null
SF6507089114595,null
SF6507090136034,null
SF6507090444523,null
SF6507090539144,null
SF6507089426684,null
SF6507088054601,null
SF6507089774826,null
SF6507089084175,null
SF6507089085938,null
SF6507089084351,null
SF6507089067987,null
SF6507089206873,null
SF6507089799523,null
SF6507089124260,null
SF6507090197467,null
SF6507089123035,null
SF6507090733941,null
SF6507089109189,null
SF6507089082412,null
SF6507088981078,null
SF6507089767818,null
SF6507089071434,null
SF6507089071540,null
SF6507090513470,null
SF6507089061777,null
SF6507089745694,null
SF6507090229742,null
SF6507090331324,null
SF6507089083717,null
SF6507088607791,null
SF6507089256099,null
SF6507089108379,null
SF6507088986089,null
SF6507090050235,null
SF6507089646749,null
SF6507089082476,null
SF6507089997985,null
SF6507090215142,null
SF6507088986829,null
SF6507090630231,null
SF6507089082370,null
SF6507089064752,null
SF6507088017818,null
SF6507089866028,null
SF6507089831010,null
SF6507089628301,null
SF6507089194266,null
SF6507089452568,null
SF6507089165194,null
SF6507089115041,null
SF6507090409095,null
SF6507089107144,null
SF6507089117996,null
SF6507089081685,null
SF6507090123897,null
SF6507090459200,null
SF6507089283709,null
SF6507089079882,null
SF6507089115581,null
SF6507089120580,null
SF6507089116221,null
SF6507089116724,null
SF9600553063391,SE0001
SF6507089087249,null
SF6507089121928,null
SF6507089168788,null
SF6507089111256,null
SF6507089025749,null
SF6507089062108,null
SF6507089082943,null
SF6507089070872,null
SF6507089194266,
SF6507089218963,null
SF6507090190396,null
SF6507090512263,null
SF6507089089220,null
SF6507090301893,null
SF6507090354261,null
SF6507089064028,null
SF6507089122146,null
SF6507089074313,null
SF6507089177963,null
SF6507090221604,null
SF6507090506692,null
SF6507089373259,null
SF6507089694714,null
SF6507090331606,null
SF6507089925043,null
SF6507090400861,null
SF6507090439693,null
SF6507089573407,null
SF6507089078287,null
SF6507088984857,null
SF6507089958256,null
SF6507089082864,null
SF6507089798519,null
SF9600553063281,SE0001
SF6507090126518,null
SF6508603273372,null
SF6507089658399,null
SF6507090359291,null
SF6507089059878,null
SF6507089062038,null
SF6507089220192,null
SF6507090626527,null
SF6507089983506,null
SF6507089582344,null
SF6507090447342,null
SF6507088977452,null
SF6507089104935,null
SF6507089563210,null
SF6507090603459,null
SF1427534773125,null
SF6507090310607,null
SF6507089090106,null
SF6507090020089,null
SF6507090041786,null
SF6507089908863,null
SF6507090130725,null
SF6507089120729,null
SF6507089997897,null
SF6507088903439,null
SF6507090311744,null
SF6507089319898,null
SF6507090350881,null
SF6507089120844,null
SF6507090189173,null
SF6507090192207,null
SF6507089993941,null
SF6507088608883,null
SF6507089088773,null
SF6507090394260,null
SF6507090309756,null
SF6507089125865,null
SF6507089091605,null
SF6507090238430,null
SF6507089074067,null
SF6507089083726,null
SF6507089083708,null
SF9600553063691,SE0001
SF6507088987912,null
SF6507089115263,null
SF6507089124851,null
SF6507089079467,null
SF6507090315876,null
SF6507089081621,null
SF6507089230661,null
SF6507089080413,null
SF6507090015927,null
SF6507089119076,null
SF6507089088631,null
SF6507089775858,null
SF9600553063191,SE0001
SF6507089080829,null
SF6507090452632,null
SF6507089116673,null
SF9600553063851,SE0001
SF6507089909310,null
SF6507089078984,null
SF6507090510934,null
SF6507089694141,null
SF6507088608308,null
SF6507089082934,null
SF6507090321128,null
SF6507089068690,null
SF6507089083171,null
SF6507089891360,null
SF6507089126753,null
SF6507089067914,null
SF6507090595892,null
SF6507090034052,null
SF6507089117535,null
SF6507089107850,null
SF6507089800973,null
SF6507090441141,null
SF6507089069331,null
SF6507088218356,null
SF6507089127537,null
SF6507090604911,null
SF6507089065281,null
SF6507089070581,null
SF6507089062302,null
SF6507088983996,null
SF6507089024675,null
SF6507088969794,null
SF6507089107957,null
SF6507089129281,null
SF6507088833215,null
SF6508603271724,null
SF6507090322292,null
SF6507089321188,null
SF6507090241372,null
